scale,scenario,set_name,mean_ms,median_ms,p95_ms,max_ms,pct_of_overall_mean
2000,normal,WarResolution,0.00366,0.00300,0.00690,0.01500,0.43
2000,normal,UiUpdate,0.00353,0.00220,0.00840,0.01250,0.41
2000,high_load,TimeUpdate,0.03031,0.00690,0.01720,0.73580,1.03
2000,high_load,Economy,0.07457,0.01350,0.02440,1.85660,2.53
2000,high_load,Research,0.00692,0.00440,0.01630,0.04680,0.23
2000,high_load,Diplomacy,0.17179,0.16520,0.26290,0.52900,5.83
2000,high_load,CountryAi,0.40244,0.39420,0.45710,0.56030,13.65
2000,high_load,WarPreparation,0.22925,0.20290,0.27880,1.25670,7.77
2000,high_load,MilitaryAi,0.21238,0.19780,0.32490,0.35950,7.20
2000,high_load,FrontlineOrders,1.09047,1.03430,1.27690,3.05190,36.98
2000,high_load,MilitaryAction,0.05318,0.04830,0.09070,0.10360,1.80
2000,high_load,WarResolution,0.38564,0.31260,0.41600,4.28070,13.08
2000,high_load,UiUpdate,0.00550,0.00330,0.01330,0.04660,0.19
