scale,scenario,set_name,mean_ms,median_ms,p95_ms,max_ms,pct_of_overall_mean
100,normal,TimeUpdate,0.00354,0.00290,0.00460,0.02620,5.39
100,normal,Economy,0.00434,0.00280,0.00400,0.06110,6.60
100,normal,Research,0.00267,0.00270,0.00420,0.00500,4.07
100,normal,Diplomacy,0.00193,0.00200,0.00280,0.00400,2.94
100,normal,CountryAi,0.01005,0.01030,0.01350,0.01820,15.30
100,normal,WarPreparation,0.00122,0.00110,0.00180,0.00380,1.85
100,normal,MilitaryAi,0.00199,0.00170,0.00340,0.00460,3.04
100,normal,FrontlineOrders,0.00215,0.00180,0.00500,0.00580,3.27
100,normal,MilitaryAction,0.00326,0.00320,0.00560,0.00710,4.96
100,normal,WarResolution,0.00258,0.00230,0.00420,0.01310,3.93
100,normal,UiUpdate,0.00169,0.00180,0.00270,0.00370,2.57
100,high_load,TimeUpdate,0.00376,0.00260,0.00540,0.03100,1.34
100,high_load,Economy,0.00577,0.00230,0.01370,0.08150,2.05
100,high_load,Research,0.00420,0.00360,0.00690,0.01640,1.49
100,high_load,Diplomacy,0.00273,0.00220,0.00510,0.01860,0.97
100,high_load,CountryAi,0.02102,0.02040,0.02650,0.06260,7.47
100,high_load,WarPreparation,0.01115,0.01090,0.01420,0.01850,3.96
100,high_load,MilitaryAi,0.01068,0.01250,0.01530,0.01800,3.80
100,high_load,FrontlineOrders,0.01632,0.01620,0.02200,0.03000,5.80
100,high_load,MilitaryAction,0.00542,0.00440,0.00970,0.02930,1.93
100,high_load,WarResolution,0.01486,0.01260,0.02650,0.03760,5.28
100,high_load,UiUpdate,0.00330,0.00150,0.01050,0.02420,1.17
500,normal,TimeUpdate,0.00320,0.00260,0.00430,0.02320,1.23
500,normal,Economy,0.01453,0.00250,0.01420,0.33460,5.58
500,normal,Research,0.00482,0.00510,0.00700,0.02450,1.85
500,normal,Diplomacy,0.00899,0.00870,0.01310,0.01380,3.46
500,normal,CountryAi,0.04331,0.04240,0.04870,0.06170,16.64
500,normal,WarPreparation,0.00214,0.00190,0.00230,0.01290,0.82
500,normal,MilitaryAi,0.00389,0.00350,0.00590,0.01780,1.50
500,normal,FrontlineOrders,0.00343,0.00260,0.00640,0.00660,1.32
500,normal,MilitaryAction,0.00925,0.00910,0.01400,0.01680,3.55
500,normal,WarResolution,0.00334,0.00300,0.00720,0.00980,1.28
500,normal,UiUpdate,0.00197,0.00190,0.00350,0.00850,0.76
500,high_load,TimeUpdate,0.00374,0.00290,0.00920,0.01620,0.69
500,high_load,Economy,0.01446,0.00330,0.01070,0.32660,2.67
500,high_load,Research,0.00481,0.00370,0.01100,0.01480,0.89
500,high_load,Diplomacy,0.00826,0.00760,0.01440,0.01830,1.52
