scale,scenario,state_count,country_count,army_initial,war_initial,army_final,war_active_final,frontline_final,battle_final,ecs_entity_count,init_ms,warmup_days,measured_days,mean_ms,median_ms,p95_ms,min_ms,max_ms,ticks_per_sec,treasury_before,treasury_after,treasury_changed,population_before,population_after,population_changed,memory_bytes,peak_memory_bytes
100,normal,100,8,8,0,16,0,0,0,64,36.0098,10,60,0.0657,0.0651,0.0961,0.0401,0.1365,15213.37,18717.00,-4462.52,true,11932672,11932672,false,29597696,29618176
100,high_load,100,8,16,1,24,1,1,0,64,11.4325,10,60,0.2814,0.2576,0.3878,0.2143,0.6635,3553.68,18717.00,-4462.52,true,11932672,11932672,false,30359552,30359552
500,normal,500,25,25,0,50,0,0,0,64,5.8036,10,60,0.2603,0.2387,0.3807,0.1864,0.5720,3841.79,39374.00,-75851.29,true,60078306,60078306,false,30867456,30867456
500,high_load,500,25,41,2,66,2,2,0,64,3.4549,10,60,0.5424,0.4689,0.9738,0.3773,1.3834,1843.57,39374.00,-75851.29,true,60078306,60078306,false,30908416,30908416
1000,normal,1000,50,50,0,100,0,0,0,64,26.6580,10,60,0.3649,0.2996,0.6622,0.2205,1.0923,2740.21,74568.00,-154408.93,true,119261946,119261946,false,31641600,31641600
1000,high_load,1000,50,90,5,140,5,5,0,64,4.2815,10,60,1.0393,0.9573,1.4199,0.8733,1.5828,962.18,74568.00,-154408.93,true,119261946,119261946,false,31838208,31838208
2000,normal,2000,100,100,0,200,0,0,0,64,5.3779,10,60,0.7655,0.4833,1.7992,0.1669,9.6003,1306.38,164044.00,-294250.02,true,238573893,238573893,false,33718272,34725888
2000,high_load,2000,100,180,10,280,10,10,0,64,15.9509,10,60,2.3509,2.2072,3.3509,1.8481,3.8739,425.37,164044.00,-294250.02,true,238573893,238573893,false,33935360,34877440
