scale,scenario,state_count,country_count,army_initial,war_initial,army_final,war_active_final,frontline_final,battle_final,ecs_entity_count,init_ms,warmup_days,measured_days,mean_ms,median_ms,p95_ms,min_ms,max_ms,ticks_per_sec,treasury_before,treasury_after,treasury_changed,population_before,population_after,population_changed,memory_bytes,peak_memory_bytes
100,normal,100,8,8,0,16,0,0,0,64,22.9970,10,60,0.2439,0.2150,0.3848,0.1321,0.4397,4099.90,18717.00,-4462.52,true,11932672,11932672,false,29933568,29933568
100,high_load,100,8,16,1,24,1,1,0,64,8.2845,10,60,0.2903,0.2426,0.6483,0.0883,0.7319,3444.34,18717.00,-4462.52,true,11932672,11932672,false,30363648,30363648
500,normal,500,25,25,0,50,0,0,0,64,4.1762,10,60,0.2421,0.2332,0.4977,0.0781,0.7845,4130.47,39374.00,-75851.29,true,60078306,60078306,false,30826496,30826496
500,high_load,500,25,41,2,66,2,2,0,64,3.7716,10,60,0.6555,0.4764,1.1568,0.2048,5.0393,1525.46,39374.00,-75851.29,true,60078306,60078306,false,30953472,30953472
1000,normal,1000,50,50,0,100,0,0,0,64,16.3195,10,60,0.3345,0.2734,0.5424,0.2464,0.9471,2989.24,74568.00,-154408.93,true,119261946,119261946,false,31719424,31719424
1000,high_load,1000,50,90,5,140,5,5,0,64,6.9476,10,60,0.9605,0.8998,1.2590,0.8194,1.6242,1041.07,74568.00,-154408.93,true,119261946,119261946,false,31801344,31801344
2000,normal,2000,100,100,0,200,0,0,0,64,12.9806,10,60,0.5162,0.4228,0.9762,0.3761,2.0059,1937.41,164044.00,-294250.02,true,238573893,238573893,false,33619968,34664448
2000,high_load,2000,100,180,10,280,10,10,0,64,22.0451,10,60,2.3710,2.2648,2.9967,1.9554,5.2835,421.77,164044.00,-294250.02,true,238573893,238573893,false,33972224,34799616
