scale,scenario,set_name,mean_ms,median_ms,p95_ms,max_ms,pct_of_overall_mean
100,normal,TimeUpdate,0.00399,0.00370,0.00490,0.02070,4.27
100,normal,Economy,0.00498,0.00320,0.00410,0.06910,5.33
100,normal,Research,0.00326,0.00310,0.00480,0.00680,3.49
100,normal,Diplomacy,0.00216,0.00220,0.00290,0.00340,2.32
100,normal,CountryAi,0.01155,0.01140,0.01400,0.02090,12.36
100,normal,WarPreparation,0.00125,0.00100,0.00220,0.00390,1.34
100,normal,MilitaryAi,0.00268,0.00200,0.00560,0.01060,2.87
100,normal,FrontlineOrders,0.00302,0.00300,0.00470,0.00650,3.23
100,normal,MilitaryAction,0.00528,0.00390,0.00700,0.05010,5.65
100,normal,WarResolution,0.00297,0.00280,0.00490,0.00520,3.18
100,normal,UiUpdate,0.00197,0.00180,0.00390,0.00460,2.11
100,high_load,TimeUpdate,0.00398,0.00300,0.00400,0.05990,1.48
100,high_load,Economy,0.00640,0.00260,0.01270,0.07670,2.38
100,high_load,Research,0.00340,0.00280,0.00620,0.00720,1.26
100,high_load,Diplomacy,0.00231,0.00220,0.00300,0.00600,0.86
100,high_load,CountryAi,0.01809,0.01840,0.02270,0.03200,6.73
100,high_load,WarPreparation,0.01301,0.01220,0.01780,0.04300,4.84
100,high_load,MilitaryAi,0.01093,0.01050,0.02040,0.02510,4.07
100,high_load,FrontlineOrders,0.01755,0.01770,0.02230,0.03120,6.53
100,high_load,MilitaryAction,0.00497,0.00420,0.00880,0.01620,1.85
100,high_load,WarResolution,0.01418,0.01370,0.01880,0.02740,5.28
100,high_load,UiUpdate,0.00197,0.00150,0.00650,0.00920,0.73
500,normal,TimeUpdate,0.00483,0.00270,0.00410,0.11780,1.87
500,normal,Economy,0.01392,0.00240,0.00580,0.33880,5.40
500,normal,Research,0.00452,0.00460,0.00960,0.01290,1.76
500,normal,Diplomacy,0.00695,0.00530,0.01300,0.01720,2.70
500,normal,CountryAi,0.04132,0.04050,0.04840,0.05250,16.04
500,normal,WarPreparation,0.00178,0.00170,0.00240,0.00280,0.69
500,normal,MilitaryAi,0.00479,0.00340,0.01060,0.01100,1.86
500,normal,FrontlineOrders,0.00628,0.00550,0.01510,0.01810,2.44
500,normal,MilitaryAction,0.01159,0.01180,0.01880,0.02220,4.50
500,normal,WarResolution,0.00459,0.00320,0.01600,0.02520,1.78
500,normal,UiUpdate,0.00218,0.00160,0.00440,0.00890,0.85
500,high_load,TimeUpdate,0.00519,0.00290,0.00420,0.11690,1.07
500,high_load,Economy,0.01728,0.00330,0.00700,0.48690,3.57
500,high_load,Research,0.00418,0.00320,0.00860,0.01300,0.87
500,high_load,Diplomacy,0.01026,0.01110,0.01400,0.02180,2.12
500,high_load,CountryAi,0.04569,0.04530,0.05600,0.06580,9.45
