scale,scenario,state_count,country_count,army_initial,war_initial,army_final,war_active_final,frontline_final,battle_final,ecs_entity_count,init_ms,warmup_days,measured_days,mean_ms,median_ms,p95_ms,min_ms,max_ms,ticks_per_sec,treasury_before,treasury_after,treasury_changed,population_before,population_after,population_changed,memory_bytes,peak_memory_bytes
100,normal,100,8,8,0,16,0,0,0,64,8.8688,10,60,0.0846,0.0761,0.1266,0.0625,0.1875,11820.10,18717.00,-4462.52,true,11932672,11932672,false,29872128,29872128
100,high_load,100,8,16,1,24,1,1,0,64,4.5970,10,60,0.5679,0.2960,2.4666,0.0930,4.6339,1760.83,18717.00,-4462.52,true,11932672,11932672,false,30449664,30449664
500,normal,500,25,25,0,50,0,0,0,64,3.4966,10,60,0.3406,0.2616,0.6849,0.0883,1.9601,2936.21,39374.00,-75851.29,true,60078306,60078306,false,30957568,30957568
500,high_load,500,25,41,2,66,2,2,0,64,12.1979,10,60,0.5279,0.4751,0.8140,0.3914,1.0029,1894.32,39374.00,-75851.29,true,60078306,60078306,false,31055872,31055872
1000,normal,1000,50,50,0,100,0,0,0,64,12.5194,10,60,0.3893,0.3431,0.5691,0.2952,1.0627,2568.39,74568.00,-154408.93,true,119261946,119261946,false,31805440,31805440
1000,high_load,1000,50,90,5,140,5,5,0,64,11.0373,10,60,1.0858,1.0100,1.4379,0.8154,3.0201,921.01,74568.00,-154408.93,true,119261946,119261946,false,31911936,31911936
2000,normal,2000,100,100,0,200,0,0,0,64,11.9190,10,60,0.5400,0.4439,1.0203,0.3963,1.9463,1852.00,164044.00,-294250.02,true,238573893,238573893,false,33812480,34877440
2000,high_load,2000,100,180,10,280,10,10,0,64,8.5937,10,60,2.3917,2.2775,3.0316,1.9524,4.3064,418.12,164044.00,-294250.02,true,238573893,238573893,false,33865728,34877440
