scale,scenario,state_count,country_count,division_initial,war_initial,division_final,war_active_final,frontline_final,battle_final,ecs_entity_count,init_ms,warmup_days,measured_days,mean_ms,median_ms,p95_ms,min_ms,max_ms,ticks_per_sec,treasury_before,treasury_after,treasury_changed,population_before,population_after,population_changed,memory_bytes,peak_memory_bytes
100,normal,100,8,8,0,16,0,0,0,64,9.0430,10,60,0.0723,0.0655,0.1047,0.0554,0.1667,13827.75,12563.00,-10556.82,true,11932672,11932672,false,30232576,30232576
100,high_load,100,8,16,1,24,1,1,0,64,4.0422,10,60,0.1362,0.1045,0.3119,0.0887,0.4390,7341.60,12563.00,-10556.82,true,11932672,11932672,false,30773248,30773248
500,normal,500,25,25,0,50,0,0,0,64,4.1998,10,60,0.1199,0.0867,0.2803,0.0752,0.4888,8342.37,30982.00,-84132.77,true,60078306,60078306,false,31383552,31383552
500,high_load,500,25,41,2,66,2,2,0,64,4.7292,10,60,0.2244,0.2056,0.2867,0.1858,0.4234,4456.00,30982.00,-84132.77,true,60078306,60078306,false,31502336,31502336
1000,normal,1000,50,50,0,100,0,0,0,64,5.2857,10,60,0.1389,0.1105,0.2525,0.0999,0.6901,7197.01,82207.00,-147054.93,true,119261946,119261946,false,32182272,32182272
1000,high_load,1000,50,90,5,140,5,5,0,64,4.8609,10,60,0.5138,0.4806,0.7302,0.4301,0.8859,1946.18,82207.00,-147054.93,true,119261946,119261946,false,32272384,32272384
2000,normal,2000,100,100,0,200,0,0,0,64,6.4111,10,60,0.2244,0.1807,0.4895,0.1627,0.9815,4456.43,157118.00,-300857.97,true,238573893,238573893,false,34172928,35237888
2000,high_load,2000,100,180,10,280,10,10,0,64,6.3569,10,60,1.0865,1.0357,1.5040,0.9708,1.8692,920.39,157118.00,-300857.97,true,238573893,238573893,false,34439168,35332096
