scale,scenario,state_count,country_count,army_initial,war_initial,army_final,war_active_final,frontline_final,battle_final,init_ms,warmup_days,measured_days,mean_ms,median_ms,p95_ms,min_ms,max_ms,ticks_per_sec,treasury_before,treasury_after,treasury_changed,population_before,population_after,population_changed,memory_bytes
100,normal,100,8,8,0,16,0,0,0,9.4131,10,60,0.1418,0.1377,0.2153,0.0702,0.3124,7051.44,18717.00,-4462.52,true,11932672,11932672,false,30113792
100,high_load,100,8,16,1,24,1,1,0,6.9381,10,60,0.2751,0.2558,0.4127,0.2141,0.4693,3634.65,18717.00,-4462.52,true,11932672,11932672,false,30728192
500,normal,500,25,25,0,50,0,0,0,6.6653,10,60,0.2944,0.2759,0.4199,0.2128,0.6405,3396.55,39374.00,-75851.29,true,60078306,60078306,false,31154176
500,high_load,500,25,41,2,66,2,2,0,6.8919,10,60,0.5333,0.4926,0.6843,0.4318,0.8859,1875.05,39374.00,-75851.29,true,60078306,60078306,false,31252480
1000,normal,1000,50,50,0,100,0,0,0,7.3569,10,60,0.4409,0.4044,0.6154,0.3406,1.3379,2267.98,74568.00,-154408.93,true,119261946,119261946,false,32092160
1000,high_load,1000,50,90,5,140,5,5,0,7.4756,10,60,1.0953,1.0234,1.3186,0.9263,1.9643,912.98,74568.00,-154408.93,true,119261946,119261946,false,32157696
2000,normal,2000,100,100,0,200,0,0,0,5.7726,10,60,0.7711,0.6637,1.2444,0.5934,2.2116,1296.86,164044.00,-294250.02,true,238573893,238573893,false,34185216
2000,high_load,2000,100,180,10,280,10,10,0,6.3188,10,60,2.5476,2.4365,3.5007,2.0501,3.9640,392.52,164044.00,-294250.02,true,238573893,238573893,false,34365440
