scale,scenario,set_name,mean_ms,median_ms,p95_ms,max_ms,pct_of_overall_mean
100,normal,TimeUpdate,0.00388,0.00340,0.00470,0.02380,4.88
100,normal,Economy,0.00484,0.00310,0.00480,0.06800,6.10
100,normal,Research,0.00328,0.00310,0.00470,0.00840,4.13
100,normal,Diplomacy,0.00235,0.00230,0.00350,0.00470,2.96
100,normal,CountryAi,0.01207,0.01150,0.01450,0.02040,15.20
100,normal,WarPreparation,0.00107,0.00080,0.00320,0.00370,1.35
100,normal,MilitaryAi,0.00339,0.00360,0.00560,0.00620,4.27
100,normal,FrontlineOrders,0.00332,0.00320,0.00460,0.00500,4.18
100,normal,MilitaryAction,0.00524,0.00530,0.00660,0.00860,6.60
100,normal,WarResolution,0.00259,0.00240,0.00450,0.00810,3.26
100,normal,UiUpdate,0.00245,0.00220,0.00390,0.00870,3.09
100,high_load,TimeUpdate,0.00355,0.00310,0.00490,0.01930,3.13
100,high_load,Economy,0.00461,0.00320,0.00470,0.04770,4.07
100,high_load,Research,0.00303,0.00300,0.00400,0.00650,2.68
100,high_load,Diplomacy,0.00239,0.00220,0.00390,0.00530,2.11
100,high_load,CountryAi,0.01267,0.01240,0.01460,0.02210,11.19
100,high_load,WarPreparation,0.01001,0.00760,0.01230,0.12780,8.84
100,high_load,MilitaryAi,0.00712,0.00690,0.01000,0.01190,6.29
100,high_load,FrontlineOrders,0.01260,0.01240,0.01610,0.02200,11.13
100,high_load,MilitaryAction,0.00507,0.00520,0.00680,0.00700,4.47
100,high_load,WarResolution,0.01155,0.01110,0.01490,0.01580,10.19
100,high_load,UiUpdate,0.00111,0.00110,0.00180,0.00260,0.98
500,normal,TimeUpdate,0.00582,0.00330,0.00670,0.08980,4.88
500,normal,Economy,0.01061,0.00330,0.00620,0.26070,8.91
500,normal,Research,0.00342,0.00310,0.00610,0.01210,2.87
500,normal,Diplomacy,0.00358,0.00330,0.00510,0.00700,3.00
500,normal,CountryAi,0.02585,0.02390,0.03450,0.03700,21.69
500,normal,WarPreparation,0.00155,0.00110,0.00390,0.00670,1.30
500,normal,MilitaryAi,0.00545,0.00540,0.00870,0.02260,4.58
500,normal,FrontlineOrders,0.00414,0.00390,0.00730,0.01770,3.47
500,normal,MilitaryAction,0.00705,0.00650,0.01130,0.01350,5.91
500,normal,WarResolution,0.00295,0.00260,0.00520,0.00710,2.48
500,normal,UiUpdate,0.00232,0.00220,0.00390,0.00440,1.95
500,high_load,TimeUpdate,0.00566,0.00370,0.00530,0.08010,2.52
500,high_load,Economy,0.00919,0.00340,0.00490,0.18240,4.09
500,high_load,Research,0.00318,0.00310,0.00490,0.00600,1.41
500,high_load,Diplomacy,0.00362,0.00320,0.00500,0.01480,1.61
