scale,scenario,state_count,country_count,division_initial,war_initial,division_final,war_active_final,frontline_final,battle_final,ecs_entity_count,init_ms,warmup_days,measured_days,mean_ms,median_ms,p95_ms,min_ms,max_ms,ticks_per_sec,treasury_before,treasury_after,treasury_changed,population_before,population_after,population_changed,memory_bytes,peak_memory_bytes
100,normal,100,8,8,0,16,0,0,0,64,24.9180,10,60,0.3635,0.3367,0.5472,0.2401,0.8764,2751.32,12563.00,-10556.82,true,11932672,11932672,false,29872128,29921280
100,high_load,100,8,16,1,24,1,1,0,64,11.5404,10,60,0.4659,0.4348,0.7938,0.2711,1.1833,2146.58,12563.00,-10556.82,true,11932672,11932672,false,30613504,30613504
500,normal,500,25,25,0,50,0,0,0,64,14.0359,10,60,0.5216,0.4686,0.8339,0.2855,1.3849,1917.07,30982.00,-84132.77,true,60078306,60078306,false,31141888,31141888
500,high_load,500,25,41,2,66,2,2,0,64,13.9513,10,60,0.9545,0.7838,1.7117,0.5856,2.7133,1047.64,30982.00,-84132.77,true,60078306,60078306,false,31219712,31219712
1000,normal,1000,50,50,0,100,0,0,0,64,14.0564,10,60,0.5908,0.4778,1.3699,0.3056,1.5167,1692.68,82207.00,-147054.93,true,119261946,119261946,false,31903744,31903744
1000,high_load,1000,50,90,5,140,5,5,0,64,16.0619,10,60,1.7641,1.4879,3.1830,1.1120,3.2429,566.85,82207.00,-147054.93,true,119261946,119261946,false,32186368,32186368
2000,normal,2000,100,100,0,200,0,0,0,64,16.7359,10,60,0.9169,0.7524,1.7392,0.5440,2.4387,1090.59,157118.00,-300857.97,true,238573893,238573893,false,33902592,34983936
2000,high_load,2000,100,180,10,280,10,10,0,64,18.0746,10,60,3.6792,3.5405,5.0257,2.5806,6.4509,271.80,157118.00,-300857.97,true,238573893,238573893,false,34234368,35028992
