scale,scenario,state_count,country_count,division_initial,war_initial,division_final,war_active_final,frontline_final,battle_final,ecs_entity_count,init_ms,warmup_days,measured_days,mean_ms,median_ms,p95_ms,min_ms,max_ms,ticks_per_sec,treasury_before,treasury_after,treasury_changed,population_before,population_after,population_changed,memory_bytes,peak_memory_bytes
100,normal,100,8,8,0,16,0,0,0,64,38.7338,10,60,0.3439,0.2909,0.5360,0.2117,1.3401,2907.68,12563.00,-10556.82,true,11932672,11932672,false,30109696,30109696
100,high_load,100,8,16,1,24,1,1,0,64,11.1492,10,60,0.4344,0.3793,0.9733,0.2688,1.0718,2302.12,12563.00,-10556.82,true,11932672,11932672,false,30580736,30580736
500,normal,500,25,25,0,50,0,0,0,64,11.3752,10,60,0.3903,0.3389,0.6474,0.2588,0.9776,2562.23,30982.00,-84132.77,true,60078306,60078306,false,31117312,31117312
500,high_load,500,25,41,2,66,2,2,0,64,22.0752,10,60,1.0879,0.7322,2.1908,0.5070,4.6268,919.21,30982.00,-84132.77,true,60078306,60078306,false,31277056,31277056
1000,normal,1000,50,50,0,100,0,0,0,64,12.9011,10,60,0.5696,0.4112,1.1378,0.3283,2.8103,1755.71,82207.00,-147054.93,true,119261946,119261946,false,32022528,32022528
1000,high_load,1000,50,90,5,140,5,5,0,64,12.8180,10,60,1.5074,1.2759,2.4516,1.1152,3.3218,663.39,82207.00,-147054.93,true,119261946,119261946,false,32178176,32178176
2000,normal,2000,100,100,0,200,0,0,0,64,15.1808,10,60,0.8015,0.6129,1.7892,0.4811,3.5493,1247.60,157118.00,-300857.97,true,238573893,238573893,false,34119680,35168256
2000,high_load,2000,100,180,10,280,10,10,0,64,15.6458,10,60,4.1584,3.9942,6.8016,2.3828,7.4029,240.47,157118.00,-300857.97,true,238573893,238573893,false,34283520,35225600
