scale,scenario,set_name,mean_ms,median_ms,p95_ms,max_ms,pct_of_overall_mean
100,normal,TimeUpdate,0.00399,0.00370,0.00530,0.02170,4.93
100,normal,Economy,0.00531,0.00340,0.00690,0.05940,6.56
100,normal,Research,0.00343,0.00330,0.00510,0.00640,4.24
100,normal,Diplomacy,0.00246,0.00250,0.00340,0.00470,3.04
100,normal,CountryAi,0.01356,0.01330,0.01670,0.01920,16.76
100,normal,WarPreparation,0.00106,0.00090,0.00200,0.00320,1.31
100,normal,MilitaryAi,0.00264,0.00220,0.00490,0.00550,3.27
100,normal,FrontlineOrders,0.00347,0.00360,0.00490,0.00570,4.28
100,normal,MilitaryAction,0.00416,0.00420,0.00540,0.00600,5.15
100,normal,WarResolution,0.00324,0.00310,0.00520,0.00610,4.01
100,normal,UiUpdate,0.00263,0.00250,0.00400,0.00450,3.25
100,high_load,TimeUpdate,0.00444,0.00340,0.01070,0.02130,0.51
100,high_load,Economy,0.00643,0.00280,0.01440,0.08590,0.73
100,high_load,Research,0.00358,0.00230,0.01030,0.01760,0.41
100,high_load,Diplomacy,0.00252,0.00210,0.00460,0.00800,0.29
100,high_load,CountryAi,0.02420,0.02260,0.03440,0.03920,2.76
100,high_load,WarPreparation,0.01148,0.01050,0.01630,0.03610,1.31
100,high_load,MilitaryAi,0.00845,0.00730,0.01570,0.01940,0.96
100,high_load,FrontlineOrders,0.01404,0.01130,0.02290,0.02800,1.60
100,high_load,MilitaryAction,0.00601,0.00490,0.01470,0.02260,0.69
100,high_load,WarResolution,0.01371,0.01130,0.02330,0.03910,1.56
100,high_load,UiUpdate,0.00181,0.00140,0.00270,0.01170,0.21
500,normal,TimeUpdate,0.00443,0.00290,0.00580,0.06680,0.93
500,normal,Economy,0.01533,0.00260,0.00830,0.36710,3.24
500,normal,Research,0.00402,0.00210,0.01110,0.06700,0.85
500,normal,Diplomacy,0.00689,0.00550,0.01290,0.05050,1.45
500,normal,CountryAi,0.06514,0.06100,0.09020,0.12090,13.75
500,normal,WarPreparation,0.00276,0.00170,0.00320,0.04860,0.58
500,normal,MilitaryAi,0.00493,0.00370,0.00690,0.05100,1.04
500,normal,FrontlineOrders,0.00297,0.00190,0.00270,0.04760,0.63
500,normal,MilitaryAction,0.00680,0.00630,0.01010,0.01040,1.44
500,normal,WarResolution,0.00236,0.00220,0.00320,0.00560,0.50
500,normal,UiUpdate,0.00146,0.00130,0.00210,0.00700,0.31
