scale,scenario,set_name,mean_ms,median_ms,p95_ms,max_ms,pct_of_overall_mean
100,normal,TimeUpdate,0.00656,0.00390,0.01450,0.04660,1.29
100,normal,Economy,0.01080,0.00480,0.01580,0.12530,2.13
100,normal,Research,0.00657,0.00390,0.01440,0.03000,1.30
100,normal,Diplomacy,0.00392,0.00270,0.00890,0.01120,0.77
100,normal,CountryAi,0.02647,0.02260,0.04250,0.18880,5.22
100,normal,WarPreparation,0.00234,0.00190,0.00400,0.01270,0.46
100,normal,MilitaryAi,0.00466,0.00350,0.01030,0.01800,0.92
100,normal,FrontlineOrders,0.00472,0.00280,0.01120,0.02220,0.93
100,normal,MilitaryAction,0.00966,0.00880,0.01850,0.02180,1.91
100,normal,WarResolution,0.00429,0.00310,0.00990,0.03070,0.85
100,normal,UiUpdate,0.00222,0.00150,0.00700,0.00830,0.44
100,high_load,TimeUpdate,0.00461,0.00330,0.00750,0.04480,0.98
100,high_load,Economy,0.00933,0.00310,0.01390,0.19730,1.98
100,high_load,Research,0.00357,0.00270,0.01030,0.01290,0.76
100,high_load,Diplomacy,0.00279,0.00230,0.00500,0.01020,0.59
100,high_load,CountryAi,0.02708,0.01900,0.03210,0.19270,5.75
100,high_load,WarPreparation,0.01656,0.01360,0.02220,0.10550,3.52
100,high_load,MilitaryAi,0.00948,0.00780,0.02010,0.02660,2.01
100,high_load,FrontlineOrders,0.03306,0.01320,0.03000,0.96130,7.02
100,high_load,MilitaryAction,0.00887,0.00630,0.01280,0.10670,1.88
100,high_load,WarResolution,0.03525,0.01230,0.03540,0.91860,7.49
100,high_load,UiUpdate,0.00395,0.00150,0.00300,0.13070,0.84
500,normal,TimeUpdate,0.00867,0.00410,0.01110,0.10770,1.56
500,normal,Economy,0.01924,0.00430,0.04760,0.34770,3.46
500,normal,Research,0.00707,0.00360,0.01730,0.05910,1.27
500,normal,Diplomacy,0.01210,0.01010,0.03420,0.04960,2.18
500,normal,CountryAi,0.06051,0.04680,0.11520,0.35410,10.88
500,normal,WarPreparation,0.00224,0.00190,0.00330,0.00910,0.40
500,normal,MilitaryAi,0.00566,0.00430,0.01110,0.01940,1.02
500,normal,FrontlineOrders,0.00537,0.00280,0.01500,0.01980,0.97
500,normal,MilitaryAction,0.01590,0.01480,0.02810,0.05660,2.86
500,normal,WarResolution,0.00336,0.00300,0.00590,0.00890,0.61
500,normal,UiUpdate,0.00220,0.00150,0.00630,0.00710,0.40
