scale,scenario,state_count,country_count,army_initial,war_initial,army_final,war_active_final,frontline_final,battle_final,ecs_entity_count,init_ms,warmup_days,measured_days,mean_ms,median_ms,p95_ms,min_ms,max_ms,ticks_per_sec,treasury_before,treasury_after,treasury_changed,population_before,population_after,population_changed,memory_bytes,peak_memory_bytes
100,normal,100,8,8,0,16,0,0,0,64,9.4867,10,60,0.0916,0.0781,0.1496,0.0605,0.2287,10916.24,18717.00,-4462.52,true,11932672,11932672,false,29704192,29704192
100,high_load,100,8,16,1,24,1,1,0,64,6.7140,10,60,0.2929,0.2751,0.4510,0.2125,0.5467,3413.77,18717.00,-4462.52,true,11932672,11932672,false,30400512,30400512
500,normal,500,25,25,0,50,0,0,0,64,7.3351,10,60,0.2439,0.2211,0.3794,0.1819,0.5504,4100.29,39374.00,-75851.29,true,60078306,60078306,false,30871552,30871552
500,high_load,500,25,41,2,66,2,2,0,64,5.5983,10,60,0.5389,0.5002,0.6850,0.4303,1.0404,1855.71,39374.00,-75851.29,true,60078306,60078306,false,30937088,30937088
1000,normal,1000,50,50,0,100,0,0,0,64,8.9207,10,60,0.3218,0.2824,0.5270,0.2271,1.0314,3107.18,74568.00,-154408.93,true,119261946,119261946,false,31850496,31850496
1000,high_load,1000,50,90,5,140,5,5,0,64,7.1886,10,60,1.1436,1.0545,1.5035,0.9494,1.7957,874.40,74568.00,-154408.93,true,119261946,119261946,false,31748096,31850496
2000,normal,2000,100,100,0,200,0,0,0,64,9.8407,10,60,0.6044,0.5191,1.0711,0.4699,2.1174,1654.52,164044.00,-294250.02,true,238573893,238573893,false,33714176,34775040
2000,high_load,2000,100,180,10,280,10,10,0,64,9.9700,10,60,2.3923,2.2897,3.0368,1.9353,4.4931,418.00,164044.00,-294250.02,true,238573893,238573893,false,33935360,34828288
