scale,scenario,set_name,mean_ms,median_ms,p95_ms,max_ms,pct_of_overall_mean
100,normal,TimeUpdate,0.00303,0.00270,0.00440,0.01000,1.31
100,normal,Economy,0.00677,0.00270,0.00770,0.13090,2.92
100,normal,Research,0.00471,0.00350,0.00900,0.02560,2.04
100,normal,Diplomacy,0.00241,0.00200,0.00410,0.00830,1.04
100,normal,CountryAi,0.01892,0.01700,0.02700,0.03240,8.17
100,normal,WarPreparation,0.00217,0.00140,0.00270,0.03090,0.94
100,normal,MilitaryAi,0.00374,0.00250,0.00970,0.01810,1.62
100,normal,FrontlineOrders,0.00664,0.00370,0.01370,0.01860,2.87
100,normal,MilitaryAction,0.01221,0.01100,0.02490,0.03060,5.27
100,normal,WarResolution,0.00487,0.00330,0.01470,0.01530,2.10
100,normal,UiUpdate,0.00237,0.00170,0.00390,0.01210,1.02
100,high_load,TimeUpdate,0.00481,0.00310,0.01660,0.03650,1.69
100,high_load,Economy,0.00702,0.00300,0.01520,0.08140,2.47
100,high_load,Research,0.00447,0.00350,0.00820,0.01950,1.57
100,high_load,Diplomacy,0.00272,0.00220,0.00540,0.01230,0.96
100,high_load,CountryAi,0.02169,0.01960,0.02770,0.11480,7.64
100,high_load,WarPreparation,0.01191,0.01110,0.01570,0.02100,4.19
100,high_load,MilitaryAi,0.01177,0.01190,0.01560,0.03100,4.14
100,high_load,FrontlineOrders,0.01847,0.01850,0.02400,0.03110,6.50
100,high_load,MilitaryAction,0.00686,0.00480,0.01420,0.05740,2.41
100,high_load,WarResolution,0.01791,0.01460,0.02740,0.10340,6.30
100,high_load,UiUpdate,0.00209,0.00140,0.00440,0.01220,0.74
500,normal,TimeUpdate,0.00374,0.00290,0.00540,0.04000,1.27
500,normal,Economy,0.01558,0.00350,0.01080,0.33270,5.28
500,normal,Research,0.00567,0.00430,0.01020,0.03770,1.92
500,normal,Diplomacy,0.00766,0.00610,0.01360,0.02030,2.60
500,normal,CountryAi,0.04986,0.04470,0.06470,0.16800,16.91
500,normal,WarPreparation,0.00183,0.00150,0.00300,0.00870,0.62
500,normal,MilitaryAi,0.00560,0.00400,0.00870,0.06080,1.90
500,normal,FrontlineOrders,0.00482,0.00430,0.00940,0.01720,1.63
500,normal,MilitaryAction,0.01356,0.01240,0.02860,0.05910,4.60
500,normal,WarResolution,0.00374,0.00270,0.00620,0.02940,1.27
500,normal,UiUpdate,0.00229,0.00160,0.00470,0.01160,0.78
500,high_load,TimeUpdate,0.00343,0.00320,0.00500,0.01190,0.60
500,high_load,Economy,0.01691,0.00440,0.02920,0.36020,2.97
500,high_load,Research,0.00558,0.00400,0.01190,0.02470,0.98
500,high_load,Diplomacy,0.01061,0.01080,0.01800,0.03220,1.87
500,high_load,CountryAi,0.05730,0.04970,0.09110,0.17010,10.07
500,high_load,WarPreparation,0.03499,0.03170,0.05630,0.06840,6.15
500,high_load,MilitaryAi,0.02158,0.01770,0.04020,0.06320,3.79
500,high_load,FrontlineOrders,0.14650,0.11340,0.20480,0.77810,25.76
500,high_load,MilitaryAction,0.01179,0.00880,0.02690,0.03980,2.07
500,high_load,WarResolution,0.04220,0.03170,0.08410,0.11430,7.42
500,high_load,UiUpdate,0.00197,0.00140,0.00350,0.02270,0.35
1000,normal,TimeUpdate,0.00533,0.00300,0.00530,0.11370,1.53
1000,normal,Economy,0.02767,0.00400,0.00730,0.71920,7.92
1000,normal,Research,0.00385,0.00270,0.00830,0.02340,1.10
1000,normal,Diplomacy,0.01808,0.01730,0.02630,0.03900,5.17
1000,normal,CountryAi,0.07214,0.06900,0.08380,0.15830,20.65
1000,normal,WarPreparation,0.00159,0.00140,0.00230,0.00390,0.46
1000,normal,MilitaryAi,0.00622,0.00470,0.01250,0.01360,1.78
1000,normal,FrontlineOrders,0.00945,0.00640,0.02180,0.04510,2.71
1000,normal,MilitaryAction,0.01698,0.01530,0.02480,0.03730,4.86
1000,normal,WarResolution,0.00296,0.00240,0.00590,0.01070,0.85
1000,normal,UiUpdate,0.00187,0.00120,0.00260,0.01930,0.54
1000,high_load,TimeUpdate,0.01761,0.00390,0.01770,0.38440,1.50
1000,high_load,Economy,0.03712,0.00730,0.02190,1.01050,3.17
1000,high_load,Research,0.00804,0.00400,0.02660,0.03740,0.69
1000,high_load,Diplomacy,0.02823,0.02370,0.05190,0.10350,2.41
1000,high_load,CountryAi,0.09463,0.08670,0.12340,0.25850,8.08
1000,high_load,WarPreparation,0.07823,0.07250,0.11220,0.15440,6.68
1000,high_load,MilitaryAi,0.06362,0.05910,0.09320,0.13670,5.43
