scale,scenario,state_count,country_count,army_initial,war_initial,army_final,war_active_final,frontline_final,battle_final,ecs_entity_count,init_ms,warmup_days,measured_days,mean_ms,median_ms,p95_ms,min_ms,max_ms,ticks_per_sec,treasury_before,treasury_after,treasury_changed,population_before,population_after,population_changed,memory_bytes,peak_memory_bytes
100,normal,100,8,8,0,16,0,0,0,64,9.4132,10,60,0.0955,0.0792,0.1511,0.0646,0.3225,10471.20,18717.00,-4462.52,true,11932672,11932672,false,29851648,29851648
100,high_load,100,8,16,1,24,1,1,0,64,6.7078,10,60,0.2571,0.2434,0.3451,0.1924,0.4212,3888.96,18717.00,-4462.52,true,11932672,11932672,false,30396416,30396416
500,normal,500,25,25,0,50,0,0,0,64,16.3211,10,60,0.2451,0.2163,0.3544,0.1732,0.6129,4080.02,39374.00,-75851.29,true,60078306,60078306,false,31031296,31031296
500,high_load,500,25,41,2,66,2,2,0,64,6.0117,10,60,0.5112,0.4913,0.7361,0.2745,0.8845,1956.35,39374.00,-75851.29,true,60078306,60078306,false,31019008,31031296
1000,normal,1000,50,50,0,100,0,0,0,64,13.5005,10,60,0.3377,0.2677,0.7293,0.2178,1.2450,2961.54,74568.00,-154408.93,true,119261946,119261946,false,31801344,31801344
1000,high_load,1000,50,90,5,140,5,5,0,64,7.5756,10,60,1.0334,0.9599,1.3552,0.8265,1.7596,967.69,74568.00,-154408.93,true,119261946,119261946,false,31989760,31989760
2000,normal,2000,100,100,0,200,0,0,0,64,11.6429,10,60,0.5188,0.4192,1.0311,0.3806,2.2791,1927.42,164044.00,-294250.02,true,238573893,238573893,false,33796096,34828288
2000,high_load,2000,100,180,10,280,10,10,0,64,13.4347,10,60,2.3536,2.1835,3.3935,1.9214,4.0177,424.89,164044.00,-294250.02,true,238573893,238573893,false,33964032,34828288
