scale,scenario,set_name,mean_ms,median_ms,p95_ms,max_ms,pct_of_overall_mean
100,normal,TimeUpdate,0.00395,0.00340,0.00530,0.02080,5.09
100,normal,Economy,0.00586,0.00330,0.00490,0.11490,7.56
100,normal,Research,0.00311,0.00300,0.00400,0.00480,4.01
100,normal,Diplomacy,0.00238,0.00230,0.00380,0.00430,3.08
100,normal,CountryAi,0.01092,0.01110,0.01280,0.01380,14.10
100,normal,WarPreparation,0.00131,0.00110,0.00220,0.00360,1.68
100,normal,MilitaryAi,0.00253,0.00220,0.00470,0.00560,3.26
100,normal,FrontlineOrders,0.00299,0.00310,0.00450,0.00500,3.87
100,normal,MilitaryAction,0.00359,0.00330,0.00520,0.00600,4.64
100,normal,WarResolution,0.00363,0.00290,0.00510,0.03160,4.68
100,normal,UiUpdate,0.00188,0.00180,0.00270,0.00360,2.42
100,high_load,TimeUpdate,0.00398,0.00360,0.00540,0.02040,3.43
100,high_load,Economy,0.00501,0.00360,0.00560,0.04550,4.32
100,high_load,Research,0.00344,0.00330,0.00520,0.00610,2.96
100,high_load,Diplomacy,0.00254,0.00240,0.00430,0.00650,2.19
100,high_load,CountryAi,0.01235,0.01190,0.01520,0.01960,10.64
100,high_load,WarPreparation,0.00841,0.00780,0.01390,0.01910,7.24
100,high_load,MilitaryAi,0.00835,0.00730,0.01170,0.04370,7.20
100,high_load,FrontlineOrders,0.01175,0.01110,0.01650,0.02190,10.12
100,high_load,MilitaryAction,0.00368,0.00330,0.00560,0.01000,3.17
100,high_load,WarResolution,0.01192,0.01180,0.01660,0.02590,10.27
100,high_load,UiUpdate,0.00137,0.00100,0.00230,0.00780,1.18
500,normal,TimeUpdate,0.00549,0.00350,0.00430,0.07220,5.58
500,normal,Economy,0.00951,0.00340,0.00530,0.19710,9.68
500,normal,Research,0.00333,0.00310,0.00460,0.01080,3.39
500,normal,Diplomacy,0.00323,0.00310,0.00440,0.00520,3.28
500,normal,CountryAi,0.02192,0.02150,0.02520,0.02830,22.30
500,normal,WarPreparation,0.00095,0.00090,0.00130,0.00170,0.96
500,normal,MilitaryAi,0.00335,0.00310,0.00550,0.00620,3.41
500,normal,FrontlineOrders,0.00327,0.00350,0.00480,0.00550,3.33
500,normal,MilitaryAction,0.00550,0.00560,0.00740,0.00840,5.60
500,normal,WarResolution,0.00317,0.00260,0.00650,0.00710,3.22
500,normal,UiUpdate,0.00231,0.00230,0.00370,0.00530,2.35
500,high_load,TimeUpdate,0.00584,0.00390,0.00570,0.06890,2.39
500,high_load,Economy,0.01009,0.00380,0.00740,0.19250,4.13
500,high_load,Research,0.00482,0.00370,0.01260,0.02830,1.97
500,high_load,Diplomacy,0.00419,0.00390,0.00610,0.01330,1.71
500,high_load,CountryAi,0.02771,0.02770,0.03110,0.05440,11.34
500,high_load,WarPreparation,0.01899,0.01840,0.02310,0.03540,7.77
500,high_load,MilitaryAi,0.01377,0.01340,0.01620,0.02780,5.64
500,high_load,FrontlineOrders,0.06649,0.06590,0.07230,0.08030,27.21
500,high_load,MilitaryAction,0.00686,0.00680,0.00800,0.01660,2.81
500,high_load,WarResolution,0.02553,0.02580,0.02960,0.03390,10.45
500,high_load,UiUpdate,0.00116,0.00100,0.00230,0.00410,0.47
1000,normal,TimeUpdate,0.00707,0.00360,0.00440,0.11980,4.98
1000,normal,Economy,0.01584,0.00390,0.00560,0.36910,11.15
1000,normal,Research,0.00342,0.00320,0.00570,0.00900,2.41
1000,normal,Diplomacy,0.00965,0.01010,0.01250,0.01580,6.80
1000,normal,CountryAi,0.03998,0.04010,0.04420,0.05090,28.16
1000,normal,WarPreparation,0.00131,0.00100,0.00320,0.00370,0.93
1000,normal,MilitaryAi,0.00556,0.00520,0.00920,0.01090,3.92
1000,normal,FrontlineOrders,0.00313,0.00260,0.00570,0.00940,2.20
1000,normal,MilitaryAction,0.00777,0.00720,0.01220,0.01490,5.47
1000,normal,WarResolution,0.00314,0.00300,0.00550,0.00600,2.21
1000,normal,UiUpdate,0.00254,0.00250,0.00430,0.00480,1.79
1000,high_load,TimeUpdate,0.01003,0.00490,0.01630,0.13130,1.36
1000,high_load,Economy,0.02705,0.00450,0.01470,0.90390,3.66
1000,high_load,Research,0.00522,0.00370,0.01010,0.04090,0.71
1000,high_load,Diplomacy,0.02508,0.01990,0.05400,0.06220,3.39
1000,high_load,CountryAi,0.06300,0.05150,0.11380,0.17550,8.52
1000,high_load,WarPreparation,0.05256,0.04260,0.10100,0.12360,7.11
1000,high_load,MilitaryAi,0.04021,0.03300,0.07140,0.09160,5.44
1000,high_load,FrontlineOrders,0.27328,0.22690,0.44550,0.52050,36.97
1000,high_load,MilitaryAction,0.01476,0.01240,0.02810,0.05000,2.00
1000,high_load,WarResolution,0.07667,0.06240,0.13970,0.26130,10.37
1000,high_load,UiUpdate,0.00285,0.00160,0.00760,0.02630,0.39
2000,normal,TimeUpdate,0.01330,0.00380,0.00560,0.30940,5.23
2000,normal,Economy,0.03037,0.00430,0.00680,0.80770,11.95
2000,normal,Research,0.00412,0.00350,0.00670,0.02070,1.62
2000,normal,Diplomacy,0.03555,0.03340,0.04430,0.08900,13.99
2000,normal,CountryAi,0.08128,0.07830,0.08480,0.23160,31.98
2000,normal,WarPreparation,0.00175,0.00130,0.00360,0.00500,0.69
2000,normal,MilitaryAi,0.00743,0.00700,0.01200,0.01400,2.92
2000,normal,FrontlineOrders,0.00474,0.00430,0.00970,0.02780,1.87
2000,normal,MilitaryAction,0.01409,0.01380,0.01870,0.02010,5.54
2000,normal,WarResolution,0.00297,0.00240,0.00520,0.00890,1.17
2000,normal,UiUpdate,0.00272,0.00270,0.00490,0.00580,1.07
2000,high_load,TimeUpdate,0.01363,0.00380,0.00750,0.28480,1.20
2000,high_load,Economy,0.03136,0.00620,0.01290,0.76110,2.77
2000,high_load,Research,0.00521,0.00390,0.00700,0.04820,0.46
2000,high_load,Diplomacy,0.04946,0.04840,0.06610,0.06970,4.37
2000,high_load,CountryAi,0.10106,0.09950,0.11500,0.14480,8.93
2000,high_load,WarPreparation,0.09546,0.09410,0.11520,0.15870,8.44
2000,high_load,MilitaryAi,0.08985,0.08980,0.09470,0.11140,7.94
2000,high_load,FrontlineOrders,0.50636,0.49980,0.53460,0.72280,44.77
2000,high_load,MilitaryAction,0.01998,0.01890,0.02880,0.04620,1.77
2000,high_load,WarResolution,0.13253,0.12260,0.15390,0.49550,11.72
2000,high_load,UiUpdate,0.00154,0.00100,0.00500,0.00830,0.14
