scale,scenario,state_count,country_count,division_initial,war_initial,division_final,war_active_final,frontline_final,battle_final,ecs_entity_count,init_ms,warmup_days,measured_days,mean_ms,median_ms,p95_ms,min_ms,max_ms,ticks_per_sec,treasury_before,treasury_after,treasury_changed,population_before,population_after,population_changed,memory_bytes,peak_memory_bytes
100,normal,100,8,8,0,16,0,0,0,64,9.3050,10,60,0.0794,0.0711,0.1124,0.0625,0.2116,12597.10,12563.00,-10556.82,true,11932672,11932672,false,30359552,30359552
100,high_load,100,8,16,1,24,1,1,0,64,4.1320,10,60,0.1133,0.1045,0.1537,0.0907,0.2481,8828.07,12563.00,-10556.82,true,11932672,11932672,false,30842880,30842880
500,normal,500,25,25,0,50,0,0,0,64,4.2758,10,60,0.1192,0.0938,0.2296,0.0803,0.4298,8391.96,30982.00,-84132.77,true,60078306,60078306,false,31350784,31350784
500,high_load,500,25,41,2,66,2,2,0,64,4.4614,10,60,0.2249,0.2072,0.3695,0.1834,0.4217,4446.39,30982.00,-84132.77,true,60078306,60078306,false,31563776,31563776
1000,normal,1000,50,50,0,100,0,0,0,64,5.9398,10,60,0.1459,0.1187,0.2506,0.0941,0.5245,6852.68,82207.00,-147054.93,true,119261946,119261946,false,32333824,32333824
1000,high_load,1000,50,90,5,140,5,5,0,64,4.7228,10,60,0.5077,0.4839,0.6439,0.4294,0.8824,1969.63,82207.00,-147054.93,true,119261946,119261946,false,32526336,32526336
2000,normal,2000,100,100,0,200,0,0,0,64,6.0877,10,60,0.2365,0.1846,0.4947,0.1673,1.0016,4228.27,157118.00,-300857.97,true,238573893,238573893,false,34426880,35401728
2000,high_load,2000,100,180,10,280,10,10,0,64,6.7227,10,60,1.1007,1.0404,1.4577,0.9433,2.0958,908.49,157118.00,-300857.97,true,238573893,238573893,false,35758080,35762176
