scale,scenario,set_name,mean_ms,median_ms,p95_ms,max_ms,pct_of_overall_mean
100,normal,TimeUpdate,0.00622,0.00420,0.01630,0.03120,1.44
100,normal,Economy,0.00930,0.00330,0.01450,0.13690,2.15
100,normal,Research,0.00715,0.00390,0.01510,0.11180,1.66
100,normal,Diplomacy,0.00965,0.00270,0.01290,0.33640,2.23
100,normal,CountryAi,0.02233,0.02230,0.03670,0.04760,5.17
100,normal,WarPreparation,0.00217,0.00180,0.00460,0.00580,0.50
100,normal,MilitaryAi,0.00416,0.00300,0.00910,0.02560,0.96
100,normal,FrontlineOrders,0.00535,0.00270,0.01730,0.02050,1.24
100,normal,MilitaryAction,0.00998,0.00870,0.02110,0.03210,2.31
100,normal,WarResolution,0.00527,0.00300,0.01630,0.01910,1.22
100,normal,UiUpdate,0.00368,0.00210,0.01000,0.03580,0.85
100,high_load,TimeUpdate,0.00537,0.00400,0.01140,0.02920,0.94
100,high_load,Economy,0.01006,0.00350,0.01670,0.20410,1.76
100,high_load,Research,0.00537,0.00310,0.01250,0.04280,0.94
100,high_load,Diplomacy,0.00423,0.00300,0.00980,0.01190,0.74
100,high_load,CountryAi,0.03294,0.02200,0.04510,0.41470,5.77
100,high_load,WarPreparation,0.01568,0.01480,0.02300,0.03070,2.75
100,high_load,MilitaryAi,0.01307,0.00820,0.02390,0.18350,2.29
100,high_load,FrontlineOrders,0.02693,0.01880,0.06680,0.31990,4.72
100,high_load,MilitaryAction,0.01023,0.00650,0.01480,0.16200,1.79
100,high_load,WarResolution,0.01984,0.01360,0.02810,0.22910,3.48
100,high_load,UiUpdate,0.00198,0.00170,0.00380,0.00990,0.35
500,normal,TimeUpdate,0.00614,0.00380,0.01110,0.04740,1.33
500,normal,Economy,0.01880,0.00380,0.01400,0.40910,4.07
500,normal,Research,0.00537,0.00290,0.01660,0.04000,1.16
500,normal,Diplomacy,0.00878,0.00870,0.01660,0.02200,1.90
500,normal,CountryAi,0.05398,0.04610,0.06030,0.37390,11.69
500,normal,WarPreparation,0.00199,0.00180,0.00270,0.00660,0.43
500,normal,MilitaryAi,0.00553,0.00430,0.01370,0.02320,1.20
500,normal,FrontlineOrders,0.00532,0.00290,0.01330,0.01740,1.15
500,normal,MilitaryAction,0.01292,0.01110,0.02050,0.06430,2.80
500,normal,WarResolution,0.00374,0.00290,0.00920,0.01210,0.81
500,normal,UiUpdate,0.00278,0.00160,0.00960,0.01300,0.60
500,high_load,TimeUpdate,0.00947,0.00420,0.01390,0.15490,1.20
500,high_load,Economy,0.02274,0.00440,0.01660,0.62490,2.88
500,high_load,Research,0.00608,0.00350,0.01590,0.02130,0.77
500,high_load,Diplomacy,0.01402,0.01070,0.02690,0.10890,1.77
500,high_load,CountryAi,0.06653,0.05050,0.10270,0.41200,8.42
500,high_load,WarPreparation,0.04303,0.03480,0.10700,0.20770,5.45
500,high_load,MilitaryAi,0.02497,0.02320,0.03010,0.11200,3.16
500,high_load,FrontlineOrders,0.16604,0.12610,0.40270,0.87020,21.02
500,high_load,MilitaryAction,0.01774,0.01460,0.02490,0.13060,2.25
500,high_load,WarResolution,0.05169,0.04410,0.08650,0.27940,6.54
500,high_load,UiUpdate,0.00208,0.00190,0.00350,0.00880,0.26
1000,normal,TimeUpdate,0.02182,0.00400,0.01480,0.86050,3.78
1000,normal,Economy,0.03841,0.00490,0.02010,1.05000,6.66
1000,normal,Research,0.00670,0.00360,0.01410,0.10020,1.16
1000,normal,Diplomacy,0.03930,0.02200,0.08390,0.72300,6.81
1000,normal,CountryAi,0.09367,0.07900,0.11440,0.67190,16.23
1000,normal,WarPreparation,0.00223,0.00190,0.00390,0.00770,0.39
1000,normal,MilitaryAi,0.00656,0.00560,0.01120,0.01700,1.14
1000,normal,FrontlineOrders,0.00615,0.00320,0.01730,0.03920,1.07
1000,normal,MilitaryAction,0.02594,0.01870,0.03260,0.40220,4.50
1000,normal,WarResolution,0.00632,0.00330,0.01170,0.12680,1.10
1000,normal,UiUpdate,0.00286,0.00160,0.00770,0.01030,0.50
1000,high_load,TimeUpdate,0.01302,0.00610,0.01620,0.23910,0.78
1000,high_load,Economy,0.04202,0.00830,0.01710,1.13800,2.52
1000,high_load,Research,0.00630,0.00390,0.01900,0.02650,0.38
1000,high_load,Diplomacy,0.07221,0.05190,0.14380,0.50660,4.32
1000,high_load,CountryAi,0.15553,0.10400,0.44490,0.76240,9.31
1000,high_load,WarPreparation,0.10013,0.08320,0.18040,0.44920,5.99
1000,high_load,MilitaryAi,0.09677,0.06770,0.16150,0.94680,5.79
1000,high_load,FrontlineOrders,0.56529,0.46020,1.04230,1.43350,33.84
1000,high_load,MilitaryAction,0.04644,0.02810,0.06670,0.75560,2.78
1000,high_load,WarResolution,0.16414,0.11340,0.34490,0.82930,9.83
1000,high_load,UiUpdate,0.00514,0.00310,0.01070,0.05430,0.31
