scale,scenario,state_count,country_count,division_initial,war_initial,division_final,war_active_final,frontline_final,battle_final,ecs_entity_count,init_ms,warmup_days,measured_days,mean_ms,median_ms,p95_ms,min_ms,max_ms,ticks_per_sec,treasury_before,treasury_after,treasury_changed,population_before,population_after,population_changed,memory_bytes,peak_memory_bytes
100,normal,100,8,8,0,16,0,0,0,64,9.8952,10,60,0.0960,0.0820,0.1581,0.0676,0.2578,10417.39,12563.00,-10556.82,true,11932672,11932672,false,30179328,30179328
100,high_load,100,8,16,1,24,1,1,0,64,13.6163,10,60,0.2899,0.2662,0.4511,0.2102,0.5008,3449.66,12563.00,-10556.82,true,11932672,11932672,false,30900224,30900224
500,normal,500,25,25,0,50,0,0,0,64,9.7536,10,60,0.3329,0.2821,0.6307,0.1872,1.1065,3003.71,30982.00,-84132.77,true,60078306,60078306,false,31432704,31432704
500,high_load,500,25,41,2,66,2,2,0,64,16.2745,10,60,0.5134,0.4594,0.8321,0.3929,0.9936,1947.67,30982.00,-84132.77,true,60078306,60078306,false,31621120,31621120
1000,normal,1000,50,50,0,100,0,0,0,64,10.6449,10,60,0.3499,0.2957,0.6565,0.2386,1.1207,2858.14,82207.00,-147054.93,true,119261946,119261946,false,32256000,32256000
1000,high_load,1000,50,90,5,140,5,5,0,64,16.4604,10,60,1.0704,0.9436,1.5804,0.8429,1.7537,934.24,82207.00,-147054.93,true,119261946,119261946,false,32333824,32333824
2000,normal,2000,100,100,0,200,0,0,0,64,31.7122,10,60,0.5650,0.4621,1.1057,0.3545,2.6468,1770.06,157118.00,-300857.97,true,238573893,238573893,false,34201600,35205120
2000,high_load,2000,100,180,10,280,10,10,0,64,15.1188,10,60,2.5428,2.4499,3.5477,1.1781,3.7741,393.27,157118.00,-300857.97,true,238573893,238573893,false,34480128,35360768
